event,sequence,counter,valid_self,adopted,realtime_ns,kernel_ns,monotonic_ns,write_end_ns,written,socket_drop_total,trace_record_overflow
rx,1,1,1,1,1787953699660642911,1787953699659687430,5276745450965,0,0,0,0
tx,1,1,1,1,1787953699660649708,1787953699659687430,5276745457891,5276745501650,72,0,0
rx,2,2,1,1,1787953699675666559,1787953699674701726,5276760474632,0,0,0,0
tx,2,2,1,1,1787953699675670411,1787953699674701726,5276760478687,5276760495206,72,0,0
rx,3,3,1,1,1787953699690618133,1787953699689847430,5276775426206,0,0,0,0
tx,3,3,1,1,1787953699690621745,1787953699689847430,5276775429965,5276775444336,72,0,0
rx,4,4,1,1,1787953699704496226,1787953699704452522,5276789304280,0,0,0,0
tx,4,4,1,1,1787953699704499837,1787953699704452522,5276789308039,5276789320854,72,0,0
rx,5,5,1,1,1787953699720509208,1787953699719516022,5276805317261,0,0,0,0
tx,5,5,1,1,1787953699720513689,1787953699719516022,5276805321873,5276805340299,72,0,0
rx,6,6,1,1,1787953699735466670,1787953699734873763,5276820274743,0,0,0,0
tx,6,6,1,1,1787953699735470430,1787953699734873763,5276820278613,5276820292280,72,0,0
rx,7,7,1,1,1787953699750408819,1787953699749832615,5276835216891,0,0,0,0
tx,7,7,1,1,1787953699750412985,1787953699749832615,5276835221169,5276835235502,72,0,0
rx,8,8,1,1,1787953699765360170,1787953699764461096,5276850168243,0,0,0,0
tx,8,8,1,1,1787953699765366763,1787953699764461096,5276850174947,5276850191780,72,0,0
rx,9,9,1,1,1787953699780319985,1787953699779841670,5276865128058,0,0,0,0
tx,9,9,1,1,1787953699780323800,1787953699779841670,5276865132021,5276865146910,72,0,0
rx,10,10,1,1,1787953699796333059,1787953699795395985,5276881141132,0,0,0,0
tx,10,10,1,1,1787953699796336819,1787953699795395985,5276881145002,5276881158650,72,0,0
rx,11,11,1,1,1787953699810211819,1787953699810132300,5276895019891,0,0,0,0
tx,11,11,1,1,1787953699810215578,1787953699810132300,5276895023761,5276895037002,72,0,0
rx,12,12,1,1,1787953699825158652,1787953699824260930,5276909966724,0,0,0,0
tx,12,12,1,1,1787953699825162670,1787953699824260930,5276909970947,5276909987798,72,0,0
rx,13,13,1,1,1787953699840112448,1787953699839485133,5276924920521,0,0,0,0
tx,13,13,1,1,1787953699840116356,1787953699839485133,5276924924576,5276924940817,72,0,0
rx,14,14,1,1,1787953699855059633,1787953699854593282,5276939867706,0,0,0,0
tx,14,14,1,1,1787953699855063282,1787953699854593282,5276939871465,5276939885632,72,0,0
rx,15,15,1,1,1787953699870037800,1787953699869627744,5276954845872,0,0,0,0
tx,15,15,1,1,1787953699870044319,1787953699869627744,5276954852576,5276954871798,72,0,0
rx,16,16,1,1,1787953699885000689,1787953699884314226,5276969808761,0,0,0,0
tx,16,16,1,1,1787953699885004319,1787953699884314226,5276969812502,5276969826891,72,0,0
rx,17,17,1,1,1787953699899992930,1787953699899940948,5276984800984,0,0,0,0
tx,17,17,1,1,1787953699899997096,1787953699899940948,5276984805280,5276984819539,72,0,0
rx,18,18,1,1,1787953699914944948,1787953699914374819,5276999753021,0,0,0,0
tx,18,18,1,1,1787953699914948837,1787953699914374819,5276999757021,5276999775891,72,0,0
rx,19,19,1,1,1787953699929905448,1787953699929152893,5277014713521,0,0,0,0
tx,19,19,1,1,1787953699929909652,1787953699929152893,5277014717965,5277014732817,72,0,0
rx,20,20,1,1,1787953699944852411,1787953699944409652,5277029660484,0,0,0,0
tx,20,20,1,1,1787953699944856393,1787953699944409652,5277029664576,5277029679965,72,0,0
rx,21,21,1,1,1787953699959807374,1787953699959591800,5277044615428,0,0,0,0
tx,21,21,1,1,1787953699959811707,1787953699959591800,5277044619891,5277044638076,72,0,0
rx,22,22,1,1,1787953699974761374,1787953699974163485,5277059569354,0,0,0,0
