event,sequence,counter,valid_self,adopted,realtime_ns,kernel_ns,monotonic_ns,write_end_ns,written,socket_drop_total,trace_record_overflow
rx,1,1,1,1,1787953733154335595,1787953733154278299,5310239143649,0,0,0,0
tx,1,1,1,1,1787953733154340317,1787953733154278299,5310239148612,5310239173760,72,0,0
rx,2,2,1,1,1787953733155488558,1787953733155394947,5310240296630,0,0,0,0
tx,2,2,1,1,1787953733155492502,1787953733155394947,5310240300686,5310240314908,72,0,0
rx,3,3,1,1,1787953733257842799,1787953733256976169,5310342650853,0,0,0,0
tx,3,3,1,1,1787953733257846910,1787953733256976169,5310342655167,5310342675723,72,0,0
rx,4,4,1,1,1787953733258970817,1787953733258201873,5310343778890,0,0,0,0
tx,4,4,1,1,1787953733258974447,1787953733258201873,5310343782686,5310343794667,72,0,0
rx,5,5,1,1,1787953733260069576,1787953733259479947,5310344877649,0,0,0,0
tx,5,5,1,1,1787953733260073058,1787953733259479947,5310344881241,5310344892871,72,0,0
rx,6,6,1,1,1787953733261167317,1787953733260712539,5310345975390,0,0,0,0
tx,6,6,1,1,1787953733261170817,1787953733260712539,5310345979001,5310345990149,72,0,0
rx,8,8,1,1,1787953733264412002,1787953733263374576,5310349220056,0,0,0,0
tx,8,8,1,1,1787953733264416076,1787953733263374576,5310349224260,5310349237186,72,0,0
rx,9,9,1,1,1787953733359249225,1787953733359118410,5310444057297,0,0,0,0
tx,9,9,1,1,1787953733359254947,1787953733359118410,5310444063204,5310444084019,72,0,0
rx,10,10,1,1,1787953733360379150,1787953733360322299,5310445187223,0,0,0,0
tx,10,10,1,1,1787953733360382799,1787953733360322299,5310445191019,5310445202945,72,0,0
rx,11,11,1,1,1787953733362543095,1787953733361901650,5310447351167,0,0,0,0
tx,11,11,1,1,1787953733362546576,1787953733361901650,5310447354760,5310447366019,72,0,0
rx,12,12,1,1,1787953733363640076,1787953733363061558,5310448448149,0,0,0,0
tx,12,12,1,1,1787953733363643521,1787953733363061558,5310448451704,5310448463056,72,0,0
rx,13,13,1,1,1787953733364737799,1787953733364268650,5310449545871,0,0,0,0
tx,13,13,1,1,1787953733364741187,1787953733364268650,5310449549371,5310449560408,72,0,0
rx,14,14,1,1,1787953733365834021,1787953733365443317,5310450642093,0,0,0,0
tx,14,14,1,1,1787953733365837669,1787953733365443317,5310450645853,5310450657204,72,0,0
rx,15,15,1,1,1787953733366931076,1787953733366667817,5310451739149,0,0,0,0
tx,15,15,1,1,1787953733366936317,1787953733366667817,5310451744501,5310451755927,72,0,0
rx,16,16,1,1,1787953733461774243,1787953733461462206,5310546582297,0,0,0,0
tx,16,16,1,1,1787953733461778576,1787953733461462206,5310546586834,5310546607260,72,0,0
rx,17,17,1,1,1787953733462900669,1787953733462585762,5310547708741,0,0,0,0
tx,17,17,1,1,1787953733462904224,1787953733462585762,5310547712464,5310547724501,72,0,0
rx,18,18,1,1,1787953733464021799,1787953733463687076,5310548829871,0,0,0,0
tx,18,18,1,1,1787953733464027076,1787953733463687076,5310548835297,5310548847186,72,0,0
rx,19,19,1,1,1787953733465124595,1787953733464803817,5310549932667,0,0,0,0
tx,19,19,1,1,1787953733465128021,1787953733464803817,5310549936204,5310549947223,72,0,0
rx,20,20,1,1,1787953733466220336,1787953733465922076,5310551028408,0,0,0,0
tx,20,20,1,1,1787953733466223836,1787953733465922076,5310551032019,5310551043075,72,0,0
rx,21,21,1,1,1787953733467316762,1787953733467043706,5310552124834,0,0,0,0
tx,21,21,1,1,1787953733467320095,1787953733467043706,5310552128334,5310552140223,72,0,0
rx,22,22,1,1,1787953733468414502,1787953733468161650,5310553222575,0,0,0,0
tx,22,22,1,1,1787953733468417928,1787953733468161650,5310553226112,5310553236982,72,0,0
rx,23,23,1,1,1787953733564343910,1787953733563879039,5310649151964,0,0,0,0
tx,23,23,1,1,1787953733564348373,1787953733563879039,5310649156593,5310649177408,72,0,0
rx,24,24,1,1,1787953733565470910,1787953733565000002,5310650278982,0,0,0,0
tx,24,24,1,1,1787953733565474391,1787953733565000002,5310650282575,5310650294112,72,0,0
rx,25,25,1,1,1787953733566568854,1787953733566119261,5310651376926,0,0,0,0
tx,25,25,1,1,1787953733566572243,1787953733566119261,5310651380482,5310651399741,72,0,0
