pc_mono_ns,bytes
76837279094700,1603
76837388498900,1603
76837499899300,1603
76837608931600,1374
76837719689800,1603
76837824759900,1603
76837933892900,1603
76838035185100,1374
76838144309100,1603
76838248423000,1603
76838356800000,1374
76838458154000,1603
76838567639800,1374
76838674182300,1603
76838778682800,1578
76838888398400,1399
76839003777100,1836
76839112987600,1610
76839226372500,1606
76839338022900,1610
76839438836900,1376
76839546961800,1596
76839656275200,1565
76839764366100,1399
76839873327100,1596
76839987359200,1824
76840091810400,1368
76840198991000,1596
76840302425100,1368
76840406109600,1596
76840517891100,1561
76840618130700,1338
76840726863200,1508
76840836598600,1391
76840944553000,1561
76841053738600,1561
76841154469500,1561
76841255518900,1338
76841370279300,1561
76841479448000,1561
76841582214900,1338
76841682361600,1338
76841792740500,1561
76841906981400,1561
76842014558600,1615
76842128853100,1730
76842241439100,1561
76842348724300,1338
76842449803000,1534
76842559230800,1365
76842668001100,1561
76842778392100,1548
76842888495600,1561
76842996171400,1561
76843111175600,1561
76843214262900,1438
76843325317600,1461
76843430358700,1561
76843534208000,1338
76843642329300,1561
76843758340400,1561
76843866880800,1561
76843981866000,1784
76844084913900,1338
76844192500000,1561
76844296246100,1338
76844408711100,1561
76844513314800,1561
76844613515000,1338
76844727525400,1561
76844832752000,1514
76844944068500,1385
76845046632400,1561
76845159336700,1561
76845260623900,1561
76845363067600,1338
76845473353700,1561
76845586582500,1561
76845695145000,1561
76845806651800,1477
76845907653300,1422
76846020713900,1561
76846126370800,1561
76846237295700,1561
76846346909400,1561
76846452303500,1338
76846553871600,1338
76846665404700,1561
76846774022300,1561
76846886712600,1561
76846999869400,1784
76847101598900,1338
76847209363300,1561
76847318076600,1338
76847423562900,1561
76847524046800,1338
76847624885400,1338
76847734084400,1561
76847846051800,1561
76847946230700,1338
76848060648500,1784
76848169299500,1561
76848277836100,1379
76848391319100,1735
76848491903500,1346
76848600833300,1561
76848709889600,1338
76848821997500,1561
76848922493700,1528
76849035790100,1594
76849136963000,1338
76849239736200,1561
76849277573500,4096
76849304691000,4096
76849331951700,4096
76849359036400,4096
76849386421500,4096
76849413309800,4096
76849440662500,4096
76849467669100,4096
76849494542200,4096
76849521417200,4096
76849631974100,2879
76849734136200,1363
76849841646200,1596
76849945001000,1548
76850053309700,1644
76850154129000,1368
76850254360500,1368
76850367739100,1596
76850468087900,1368
76850578890100,1596
76850688730200,1596
76850799434700,1596
76850911052600,1596
76851020300800,1596
76851130935600,1596
76851240994200,1596
76851355139300,1596
76851456471700,1368
76851570697600,1613
76851679566700,1579
76851781255800,1596
76851891044700,1368
76852000756100,1581
76852115569300,1824
76852224612500,1596
76852337337000,1596
76852443964900,1368
76852548802900,1596
76852656832900,1368
76852764782300,1596
76852869313700,1596
76852974767900,1368
76853089170300,1824
76853196341500,1368
76853309070200,1596
76853416015700,1596
76853520849800,1596
76853629169600,1368
76853737934000,1596
76853839358800,1368
76853947681600,1596
76854053852600,1596
76854157953600,1596
76854265814600,1368
76854374935100,1596
76854479641400,1596
76854580171400,1368
76854691576800,1596
76854801417300,1596
76854916505600,1596
76855017924400,1368
