event,sequence,counter,valid_self,adopted,realtime_ns,kernel_ns,monotonic_ns,write_end_ns,written,socket_drop_total,trace_record_overflow
rx,1,1,1,1,1787953652154944588,1787953652154461847,5229239752660,0,0,0,0
tx,1,1,1,1,1787953652154949773,1787953652154461847,5229239757956,5229239805568,72,0,0
rx,2,2,1,1,1787953652156113958,1787953652155606477,5229240922031,0,0,0,0
tx,2,2,1,1,1787953652156117699,1787953652155606477,5229240925882,5229240939716,72,0,0
rx,3,3,1,1,1787953652157221977,1787953652156719477,5229242030049,0,0,0,0
tx,3,3,1,1,1787953652157225680,1787953652156719477,5229242033864,5229242046290,72,0,0
rx,4,4,1,1,1787953652158324254,1787953652157839606,5229243132327,0,0,0,0
tx,4,4,1,1,1787953652158327866,1787953652157839606,5229243136049,5229243147660,72,0,0
rx,5,5,1,1,1787953652159426440,1787953652158947199,5229244234512,0,0,0,0
tx,5,5,1,1,1787953652159430088,1787953652158947199,5229244238271,5229244250401,72,0,0
rx,6,6,1,1,1787953652160532254,1787953652160084125,5229245340327,0,0,0,0
tx,6,6,1,1,1787953652160536366,1787953652160084125,5229245344549,5229245358234,72,0,0
rx,7,7,1,1,1787953652161642736,1787953652161197032,5229246450808,0,0,0,0
tx,7,7,1,1,1787953652161649254,1787953652161197032,5229246457438,5229246470142,72,0,0
rx,8,8,1,1,1787953652257612180,1787953652256868403,5229342420253,0,0,0,0
tx,8,8,1,1,1787953652257616810,1787953652256868403,5229342425068,5229342446771,72,0,0
rx,9,9,1,1,1787953652258745495,1787953652257981551,5229343553549,0,0,0,0
tx,9,9,1,1,1787953652258751291,1787953652257981551,5229343559475,5229343572660,72,0,0
rx,10,10,1,1,1787953652259853995,1787953652259101458,5229344662068,0,0,0,0
tx,10,10,1,1,1787953652259857643,1787953652259101458,5229344665827,5229344678605,72,0,0
rx,11,11,1,1,1787953652260958736,1787953652260207606,5229345766808,0,0,0,0
tx,11,11,1,1,1787953652260962328,1787953652260207606,5229345770512,5229345782919,72,0,0
rx,12,12,1,1,1787953652262064643,1787953652261330551,5229346872697,0,0,0,0
tx,12,12,1,1,1787953652262068310,1787953652261330551,5229346876493,5229346889586,72,0,0
rx,13,13,1,1,1787953652263169310,1787953652262446625,5229347977382,0,0,0,0
tx,13,13,1,1,1787953652263172754,1787953652262446625,5229347980938,5229347992753,72,0,0
rx,14,14,1,1,1787953652264291402,1787953652263562402,5229349099456,0,0,0,0
tx,14,14,1,1,1787953652264294828,1787953652263562402,5229349103012,5229349114660,72,0,0
rx,15,15,1,1,1787953652360264495,1787953652359274717,5229445072567,0,0,0,0
tx,15,15,1,1,1787953652360269143,1787953652359274717,5229445077382,5229445098105,72,0,0
rx,16,16,1,1,1787953652361396569,1787953652360385051,5229446204642,0,0,0,0
tx,16,16,1,1,1787953652361400439,1787953652360385051,5229446208623,5229446221160,72,0,0
rx,17,17,1,1,1787953652362527365,1787953652361539643,5229447335438,0,0,0,0
tx,17,17,1,1,1787953652362533421,1787953652361539643,5229447341605,5229447355123,72,0,0
rx,18,18,1,1,1787953652363640143,1787953652362707810,5229448448216,0,0,0,0
tx,18,18,1,1,1787953652363643921,1787953652362707810,5229448452105,5229448464697,72,0,0
rx,19,19,1,1,1787953652364746365,1787953652363799125,5229449554438,0,0,0,0
tx,19,19,1,1,1787953652364750069,1787953652363799125,5229449558253,5229449570012,72,0,0
rx,20,20,1,1,1787953652365848643,1787953652364917791,5229450656716,0,0,0,0
tx,20,20,1,1,1787953652365852310,1787953652364917791,5229450660493,5229450672845,72,0,0
rx,21,21,1,1,1787953652366951088,1787953652366039402,5229451759160,0,0,0,0
tx,21,21,1,1,1787953652366954736,1787953652366039402,5229451762919,5229451774808,72,0,0
rx,22,22,1,1,1787953652462045217,1787953652461843310,5229546853290,0,0,0,0
tx,22,22,1,1,1787953652462049513,1787953652461843310,5229546857771,5229546878882,72,0,0
rx,23,23,1,1,1787953652463287828,1787953652462995588,5229548095845,0,0,0,0
tx,23,23,1,1,1787953652463296347,1787953652462995588,5229548104586,5229548136493,72,0,0
rx,24,24,1,1,1787953652464463532,1787953652464172291,5229549271530,0,0,0,0
tx,24,24,1,1,1787953652464471236,1787953652464172291,5229549279493,5229549305697,72,0,0
rx,25,25,1,1,1787953652465619773,1787953652465287125,5229550427771,0,0,0,0
tx,25,25,1,1,1787953652465627088,1787953652465287125,5229550435327,5229550459438,72,0,0
rx,26,26,1,1,1787953652466771958,1787953652466449884,5229551579956,0,0,0,0
tx,26,26,1,1,1787953652466779347,1787953652466449884,5229551587586,5229551612197,72,0,0
rx,27,27,1,1,1787953652467922254,1787953652467536588,5229552730271,0,0,0,0
