event,sequence,counter,valid_self,adopted,realtime_ns,kernel_ns,monotonic_ns,write_end_ns,written,socket_drop_total,trace_record_overflow
rx,1,1,1,1,1787954049023382222,1787954049022482981,5626108190275,0,0,0,0
tx,1,1,1,1,1787954049023387092,1787954049022482981,5626108195275,5626108232164,72,0,0
rx,2,2,1,1,1787954049038380777,1787954049037401759,5626123188831,0,0,0,0
tx,2,2,1,1,1787954049038385185,1787954049037401759,5626123193498,5626123209294,72,0,0
rx,3,3,1,1,1787954049053337499,1787954049052387999,5626138145553,0,0,0,0
tx,3,3,1,1,1787954049053341055,1787954049052387999,5626138149238,5626138161738,72,0,0
rx,4,4,1,1,1787954049068274999,1787954049067381851,5626153083072,0,0,0,0
tx,4,4,1,1,1787954049068278259,1787954049067381851,5626153086442,5626153098424,72,0,0
rx,5,5,1,1,1787954049083212129,1787954049082379184,5626168020201,0,0,0,0
tx,5,5,1,1,1787954049083215518,1787954049082379184,5626168023701,5626168035572,72,0,0
rx,6,6,1,1,1787954049098149147,1787954049097381999,5626182957201,0,0,0,0
tx,6,6,1,1,1787954049098152555,1787954049097381999,5626182960738,5626182972312,72,0,0
rx,7,7,1,1,1787954049113090092,1787954049112391925,5626197898146,0,0,0,0
tx,7,7,1,1,1787954049113094222,1787954049112391925,5626197902405,5626197918053,72,0,0
rx,8,8,1,1,1787954049128113573,1787954049127389333,5626212921627,0,0,0,0
tx,8,8,1,1,1787954049128117166,1787954049127389333,5626212925350,5626212939127,72,0,0
rx,9,9,1,1,1787954049143061573,1787954049142377629,5626227869627,0,0,0,0
tx,9,9,1,1,1787954049143064944,1787954049142377629,5626227873127,5626227884572,72,0,0
rx,10,10,1,1,1787954049158000592,1787954049157379796,5626242808664,0,0,0,0
tx,10,10,1,1,1787954049158003925,1787954049157379796,5626242812201,5626242824275,72,0,0
rx,11,11,1,1,1787954049172943481,1787954049172383221,5626257751553,0,0,0,0
tx,11,11,1,1,1787954049172946925,1787954049172383221,5626257755127,5626257768016,72,0,0
rx,12,12,1,1,1787954049187884073,1787954049187378740,5626272692146,0,0,0,0
tx,12,12,1,1,1787954049187887314,1787954049187378740,5626272695498,5626272707072,72,0,0
rx,13,13,1,1,1787954049202823721,1787954049202379703,5626287631794,0,0,0,0
tx,13,13,1,1,1787954049202827036,1787954049202379703,5626287635220,5626287647275,72,0,0
rx,14,14,1,1,1787954049217764888,1787954049217387166,5626302572942,0,0,0,0
tx,14,14,1,1,1787954049217768777,1787954049217387166,5626302576961,5626302590201,72,0,0
rx,15,15,1,1,1787954049232710425,1787954049232378777,5626317518498,0,0,0,0
tx,15,15,1,1,1787954049232713962,1787954049232378777,5626317522146,5626317533627,72,0,0
rx,16,16,1,1,1787954049247648833,1787954049247377962,5626332456905,0,0,0,0
tx,16,16,1,1,1787954049247652277,1787954049247377962,5626332460461,5626332471609,72,0,0
rx,17,17,1,1,1787954049262606055,1787954049262381499,5626347414109,0,0,0,0
tx,17,17,1,1,1787954049262609481,1787954049262381499,5626347417720,5626347430312,72,0,0
rx,18,18,1,1,1787954049277547203,1787954049277378573,5626362355275,0,0,0,0
tx,18,18,1,1,1787954049277550536,1787954049277378573,5626362358775,5626362369775,72,0,0
rx,19,19,1,1,1787954049292486870,1787954049292375795,5626377294942,0,0,0,0
tx,19,19,1,1,1787954049292490184,1787954049292375795,5626377298368,5626377310590,72,0,0
rx,20,20,1,1,1787954049307427499,1787954049307389833,5626392235572,0,0,0,0
tx,20,20,1,1,1787954049307431536,1787954049307389833,5626392239720,5626392252553,72,0,0
rx,21,21,1,1,1787954049323436999,1787954049322382573,5626408245053,0,0,0,0
tx,21,21,1,1,1787954049323440425,1787954049322382573,5626408248609,5626408260905,72,0,0
rx,22,22,1,1,1787954049338374425,1787954049337377555,5626423182498,0,0,0,0
tx,22,22,1,1,1787954049338377721,1787954049337377555,5626423185905,5626423197368,72,0,0
rx,23,23,1,1,1787954049353306370,1787954049352386481,5626438114442,0,0,0,0
tx,23,23,1,1,1787954049353309962,1787954049352386481,5626438118146,5626438131794,72,0,0
rx,24,24,1,1,1787954049368244221,1787954049367381758,5626453052294,0,0,0,0
tx,24,24,1,1,1787954049368247610,1787954049367381758,5626453055794,5626453067238,72,0,0
rx,25,25,1,1,1787954049383177888,1787954049382378092,5626467985942,0,0,0,0
tx,25,25,1,1,1787954049383181295,1787954049382378092,5626467989497,5626468016460,72,0,0
rx,26,26,1,1,1787954049398132092,1787954049397377240,5626482940164,0,0,0,0
tx,26,26,1,1,1787954049398135332,1787954049397377240,5626482943516,5626482955090,72,0,0
rx,27,27,1,1,1787954049413071388,1787954049412394925,5626497879460,0,0,0,0
tx,27,27,1,1,1787954049413075110,1787954049412394925,5626497883349,5626497900460,72,0,0
rx,28,28,1,1,1787954049428021444,1787954049427383407,5626512829516,0,0,0,0
tx,28,28,1,1,1787954049428024944,1787954049427383407,5626512833183,5626512844960,72,0,0
rx,29,29,1,1,1787954049442951462,1787954049442380647,5626527759534,0,0,0,0
tx,29,29,1,1,1787954049442954703,1787954049442380647,5626527762886,5626527774257,72,0,0
rx,30,30,1,1,1787954049457887592,1787954049457380629,5626542695646,0,0,0,0
tx,30,30,1,1,1787954049457891351,1787954049457380629,5626542699590,5626542711572,72,0,0
rx,31,31,1,1,1787954049472829573,1787954049472379184,5626557637646,0,0,0,0
tx,31,31,1,1,1787954049472832795,1787954049472379184,5626557640979,5626557652497,72,0,0
rx,32,32,1,1,1787954049487764351,1787954049487376647,5626572572405,0,0,0,0
tx,32,32,1,1,1787954049487767684,1787954049487376647,5626572575868,5626572586979,72,0,0
rx,33,33,1,1,1787954049502721277,1787954049502378369,5626587529331,0,0,0,0
