event,sequence,counter,valid_self,adopted,realtime_ns,kernel_ns,monotonic_ns,write_end_ns,written,socket_drop_total,trace_record_overflow
rx,1,1,1,1,1787953631815413378,1787953631814584581,5208900221302,0,0,0,0
tx,1,1,1,1,1787953631815418785,1787953631814584581,5208900227024,5208900257654,72,0,0
rx,2,2,1,1,1787953631830399211,1787953631829489267,5208915207265,0,0,0,0
tx,2,2,1,1,1787953631830403248,1787953631829489267,5208915211524,5208915226635,72,0,0
rx,3,3,1,1,1787953631845372581,1787953631844485359,5208930180654,0,0,0,0
tx,3,3,1,1,1787953631845376674,1787953631844485359,5208930184857,5208930204895,72,0,0
rx,4,4,1,1,1787953631860239785,1787953631859514896,5208945047839,0,0,0,0
tx,4,4,1,1,1787953631860244322,1787953631859514896,5208945052543,5208945081117,72,0,0
rx,5,5,1,1,1787953631875217970,1787953631874481081,5208960026024,0,0,0,0
tx,5,5,1,1,1787953631875221581,1787953631874481081,5208960029820,5208960047728,72,0,0
rx,6,6,1,1,1787953631890166915,1787953631889475952,5208974974876,0,0,0,0
tx,6,6,1,1,1787953631890170378,1787953631889475952,5208974978598,5208974993228,72,0,0
rx,7,7,1,1,1787953631905281378,1787953631904479544,5208990089450,0,0,0,0
tx,7,7,1,1,1787953631905289081,1787953631904479544,5208990097265,5208990119691,72,0,0
rx,8,8,1,1,1787953631920237266,1787953631919487804,5209005045320,0,0,0,0
tx,8,8,1,1,1787953631920241322,1787953631919487804,5209005049598,5209005066561,72,0,0
rx,9,9,1,1,1787953631935189211,1787953631934476711,5209019997283,0,0,0,0
tx,9,9,1,1,1787953631935209044,1787953631934476711,5209020017246,5209020033450,72,0,0
rx,10,10,1,1,1787953631950170822,1787953631949476952,5209034978876,0,0,0,0
tx,10,10,1,1,1787953631950175063,1787953631949476952,5209034983246,5209035002617,72,0,0
rx,11,11,1,1,1787953631965247803,1787953631964482155,5209050055876,0,0,0,0
tx,11,11,1,1,1787953631965252118,1787953631964482155,5209050060339,5209050079931,72,0,0
rx,12,12,1,1,1787953631980194211,1787953631979477581,5209065002265,0,0,0,0
tx,12,12,1,1,1787953631980198026,1787953631979477581,5209065006246,5209065021228,72,0,0
rx,13,13,1,1,1787953631995142766,1787953631994473100,5209079950839,0,0,0,0
tx,13,13,1,1,1787953631995146415,1787953631994473100,5209079954598,5209079968617,72,0,0
rx,14,14,1,1,1787953632010337748,1787953632009482137,5209095145820,0,0,0,0
tx,14,14,1,1,1787953632010342192,1787953632009482137,5209095150672,5209095169172,72,0,0
rx,15,15,1,1,1787953632025276859,1787953632024476581,5209110084931,0,0,0,0
tx,15,15,1,1,1787953632025281933,1787953632024476581,5209110090172,5209110104598,72,0,0
rx,16,16,1,1,1787953632040227322,1787953632039485044,5209125035376,0,0,0,0
tx,16,16,1,1,1787953632040231692,1787953632039485044,5209125039913,5209125057691,72,0,0
rx,17,17,1,1,1787953632055212507,1787953632054474396,5209140020580,0,0,0,0
tx,17,17,1,1,1787953632055216526,1787953632054474396,5209140024765,5209140038654,72,0,0
rx,18,18,1,1,1787953632070164285,1787953632069481729,5209154972357,0,0,0,0
tx,18,18,1,1,1787953632070168507,1787953632069481729,5209154976746,5209154998265,72,0,0
rx,19,19,1,1,1787953632085131192,1787953632084475100,5209169939265,0,0,0,0
tx,19,19,1,1,1787953632085134970,1787953632084475100,5209169943191,5209169958394,72,0,0
rx,20,20,1,1,1787953632100076155,1787953632099473822,5209184884209,0,0,0,0
tx,20,20,1,1,1787953632100079581,1787953632099473822,5209184887857,5209184902728,72,0,0
rx,21,21,1,1,1787953632115031655,1787953632114478470,5209199839728,0,0,0,0
tx,21,21,1,1,1787953632115035544,1787953632114478470,5209199843802,5209199862191,72,0,0
rx,22,22,1,1,1787953632129969285,1787953632129475526,5209214777357,0,0,0,0
