pc_mono_ns,bytes
76697752304100,1557
76697864966500,1563
76697965965500,1460
76698066869800,1374
76698178253100,1603
76698292348700,1603
76698402885800,1603
76698503176100,1610
76698617036000,1610
76698719249100,1380
76698828991800,1610
76698938490300,1610
76699039329000,1380
76699147937500,1610
76699255630900,1380
76699362357200,1610
76699469867600,1610
76699573447000,1610
76699674104400,1380
76699775633500,1380
76699885900300,1610
76699996449600,1610
76700101079000,1380
76700211764900,1610
76700313982100,1596
76700419452300,1596
76700522253300,1368
76700635855800,1596
76700748490100,1596
76700863845000,1596
76700972715300,1596
76701079754500,1596
76701187836500,1368
76701295657800,1566
76701409883200,1561
76701516497500,1561
76701617513100,1561
76701717800000,1338
76701829577200,1561
76701939421800,1561
76702044142500,1338
76702158822600,1561
76702267045600,1561
76702381643700,1561
76702488748400,1561
76702597171000,1561
76702705051000,1561
76702813714700,1338
76702923157000,1561
76703023173400,1338
76703134776500,1561
76703236045900,1561
76703349343400,1561
76703449348600,1338
76703549478100,1561
76703652654000,1338
76703767633200,1561
76703868149600,1338
76703976842500,1561
76704085437000,1561
76704195453600,1561
76704305161300,1394
76704410751400,1505
76704515602400,1561
76704620896900,1561
76704721987900,1338
76704831924200,1561
76704937963900,1338
76705039663500,1561
76705139979600,1338
76705240849500,1338
76705348348700,1561
76705449866200,1561
76705557574700,1338
76705659758300,1561
76705766122700,1338
76705876845100,1561
76705983057000,1561
76706087673600,1338
76706197092500,1561
76706307440700,1561
76706413377500,1338
76706517589500,1561
76706625924300,1561
76706736640500,1561
76706847176300,1561
76706956706700,1561
76707071423700,1561
76707174382200,1338
76707283342900,1561
76707386848500,1338
76707498249900,1784
76707609554700,1561
76707720330800,1561
76707827442200,1338
76707937828000,1561
76708038321500,1338
76708148900700,1561
76708261322400,1561
76708370158300,1561
76708471938900,1561
76708576008200,1338
76708682319200,1561
76708796922800,1561
76708906947100,1561
76709016791900,1561
76709125188400,1338
76709236083700,1561
76709345926500,1561
76709458355100,1561
76709568536700,1561
76709681975700,1561
76709709502700,4096
76709736668400,4096
76709764402900,4096
76709791312600,4096
76709818103600,4096
76709845042300,4096
76709872561200,4096
76709899665800,4096
76709926488900,4096
76709953183100,4096
76710053763200,1552
76710155416600,1435
76710267345800,1561
76710376322400,1561
76710489841800,1576
76710600646900,1596
76710713236400,1596
76710814924200,1368
76710924057000,1596
76711024355500,1368
76711126683600,1596
76711238913800,1596
76711349857600,1460
76711459709300,1504
76711568116000,1824
76711682291800,1596
76711785003600,1368
76711893143500,1596
76711994823400,1368
76712102200800,1596
76712215479200,1596
76712317905300,1368
76712422388500,1596
76712534818600,1596
76712643840200,1596
76712753643200,1596
76712864604700,1596
76712973661000,1368
76713073805800,1596
76713183089900,1368
76713292774500,1596
76713403790200,1596
76713514639900,1596
76713622658000,1596
76713732454200,1596
76713842673100,1596
76713944930500,1368
76714045404000,1368
76714152863800,1596
76714262718700,1596
76714375671800,1596
76714490835400,1596
76714603008900,1824
76714706149800,1368
76714816740700,1596
76714925404500,1596
76715025868300,1368
76715126484100,1368
76715237612700,1596
76715343022300,1543
