event,sequence,counter,valid_self,adopted,realtime_ns,kernel_ns,monotonic_ns,write_end_ns,written,socket_drop_total,trace_record_overflow
rx,1,1,1,1,1787953592660307086,1787953592659393938,5169745115140,0,0,0,0
tx,1,1,1,1,1787953592660311771,1787953592659393938,5169745119992,5169745167399,72,0,0
rx,2,2,1,1,1787953592675315864,1787953592674326919,5169760123918,0,0,0,0
tx,2,2,1,1,1787953592675319623,1787953592674326919,5169760127807,5169760142510,72,0,0
rx,3,3,1,1,1787953592690268808,1787953592690092549,5169775076881,0,0,0,0
tx,3,3,1,1,1787953592690273327,1787953592690092549,5169775081510,5169775098159,72,0,0
rx,4,4,1,1,1787953592705221160,1787953592704777253,5169790029214,0,0,0,0
tx,4,4,1,1,1787953592705226012,1787953592704777253,5169790034288,5169790047140,72,0,0
rx,5,5,1,1,1787953592720163419,1787953592719794864,5169804971381,0,0,0,0
tx,5,5,1,1,1787953592720166919,1787953592719794864,5169804975159,5169804990103,72,0,0
rx,6,6,1,1,1787953592735113456,1787953592734427956,5169819921510,0,0,0,0
tx,6,6,1,1,1787953592735117216,1787953592734427956,5169819925399,5169819938733,72,0,0
rx,7,7,1,1,1787953592750074308,1787953592749732994,5169834882066,0,0,0,0
tx,7,7,1,1,1787953592750078697,1787953592749732994,5169834886881,5169834905547,72,0,0
rx,8,8,1,1,1787953592765071179,1787953592764368697,5169849879251,0,0,0,0
tx,8,8,1,1,1787953592765074919,1787953592764368697,5169849883103,5169849898325,72,0,0
rx,9,9,1,1,1787953592781082919,1787953592780508086,5169865890973,0,0,0,0
tx,9,9,1,1,1787953592781086716,1787953592780508086,5169865894899,5169865909047,72,0,0
rx,10,10,1,1,1787953592794971642,1787953592794622216,5169879779714,0,0,0,0
tx,10,10,1,1,1787953592794975586,1787953592794622216,5169879783825,5169879800196,72,0,0
rx,11,11,1,1,1787953592809926512,1787953592809649012,5169894734492,0,0,0,0
tx,11,11,1,1,1787953592809932179,1787953592809649012,5169894740362,5169894758047,72,0,0
rx,12,12,1,1,1787953592824883864,1787953592824419586,5169909691918,0,0,0,0
tx,12,12,1,1,1787953592824887438,1787953592824419586,5169909695621,5169909708714,72,0,0
rx,13,13,1,1,1787953592839834031,1787953592839743160,5169924642103,0,0,0,0
tx,13,13,1,1,1787953592839837734,1787953592839743160,5169924646121,5169924664047,72,0,0
rx,14,14,1,1,1787953592855858382,1787953592854864679,5169940666436,0,0,0,0
tx,14,14,1,1,1787953592855861956,1787953592854864679,5169940670325,5169940685992,72,0,0
rx,15,15,1,1,1787953592869771068,1787953592869522475,5169954579140,0,0,0,0
tx,15,15,1,1,1787953592869775271,1787953592869522475,5169954583455,5169954602751,72,0,0
rx,16,16,1,1,1787953592884737475,1787953592884336568,5169969545529,0,0,0,0
tx,16,16,1,1,1787953592884741086,1787953592884336568,5169969549270,5169969564251,72,0,0
rx,17,17,1,1,1787953592900802438,1787953592899723253,5169985610510,0,0,0,0
tx,17,17,1,1,1787953592900806808,1787953592899723253,5169985615084,5169985635881,72,0,0
rx,18,18,1,1,1787953592914721456,1787953592914511882,5169999529510,0,0,0,0
tx,18,18,1,1,1787953592914727030,1787953592914511882,5169999535214,5169999552399,72,0,0
rx,19,19,1,1,1787953592929695734,1787953592929441919,5170014503788,0,0,0,0
tx,19,19,1,1,1787953592929699234,1787953592929441919,5170014507436,5170014521473,72,0,0
rx,20,20,1,1,1787953592944668401,1787953592944618067,5170029476473,0,0,0,0
tx,20,20,1,1,1787953592944672512,1787953592944618067,5170029480751,5170029498492,72,0,0
rx,21,21,1,1,1787953592960712734,1787953592959886123,5170045520788,0,0,0,0
tx,21,21,1,1,1787953592960716456,1787953592959886123,5170045524695,5170045540362,72,0,0
rx,22,22,1,1,1787953592974610734,1787953592974420105,5170059418788,0,0,0,0
tx,22,22,1,1,1787953592974614179,1787953592974420105,5170059422362,5170059436881,72,0,0
rx,23,23,1,1,1787953592989585253,1787953592989379067,5170074393307,0,0,0,0
tx,23,23,1,1,1787953592989589104,1787953592989379067,5170074397325,5170074416084,72,0,0
rx,24,24,1,1,1787953593005607790,1787953593004930993,5170090415862,0,0,0,0
