pc_mono_ns,bytes
77134990632100,62
77135325588300,82
77136171006600,624
77136281566600,1609
77136389758100,1624
77136497429000,1392
77136610228500,1624
77136714729900,1624
77136821933700,1624
77136928702800,1624
77137032931700,1392
77137148387000,1631
77137258395600,1631
77137368884100,1596
77137471903900,1368
77137572447800,1558
77137674169400,1406
77137785255800,1596
77137894791500,1561
77138002925000,1561
77138103795200,1338
77138213105400,1561
77138322581200,1561
77138427511500,1338
77138533903500,1561
77138643348100,1523
77138753400900,1599
77138862280200,1561
77138973036900,1506
77139076497700,1393
77139185720100,1561
77139288084700,1338
77139388624100,1338
77139497531700,1561
77139605784300,1561
77139714081100,1561
77139816446500,1338
77139924489500,1561
77140040837000,1561
77140141831800,1561
77140242425500,1338
77140350491300,1561
77140451769000,1338
77140551935500,1338
77140653110900,1338
77140754891600,1561
77140861302500,1561
77140970825200,1561
77141076583400,1338
77141187218000,1561
77141295684600,1561
77141396511300,1338
77141497905000,1338
77141613123500,1612
77141716071300,1510
77141827818500,1561
77141939100600,1561
77142042225100,1561
77142153508300,1561
77142260276900,1338
77142367305400,1561
77142475366200,1460
77142575405100,1439
77142684872300,1561
77142796414300,1561
77142907645000,1561
77143019718700,1561
77143121783900,1338
77143222306500,1338
77143331537900,1561
77143439429900,1561
77143542330900,1338
77143647681600,1561
77143751815900,1561
77143861171800,1561
77143975897800,1561
77144076446300,1338
77144178543300,1338
77144288118500,1561
77144398651600,1561
77144500863100,1338
77144612021800,1561
77144722055900,1784
77144829311100,1338
77144938507400,1561
77145040646500,1338
77145150555200,1561
77145263572800,1561
77145374007300,1561
77145482508800,1561
77145592175600,1561
77145701129400,1338
77145812795200,1784
77145927581300,1561
77146040976500,1561
77146143724400,1338
77146245015100,1724
77146355150000,3089
77146470176800,3525
77146578839000,3290
77146690397400,3506
77146799423800,3402
77146908209600,3415
77147016562000,3476
77147119092700,3414
77147220691600,3412
77147330967900,3774
77147432465800,3525
77147534547900,3162
77147642754800,1596
77147744702000,1596
77147845349700,1368
77147958895200,1596
77148065102600,1596
77148175377600,1556
77148290360900,1636
77148394529700,1368
77148500647600,1596
77148613083200,1596
77148713676000,1368
77148815983200,1596
77148929131800,1596
77149038573500,1596
77149151164800,1596
77149262564500,1596
77149366579400,1368
77149475495900,1596
77149587611700,1596
77149700047200,1596
77149810084400,1596
77149918720800,1596
77150021745600,1368
77150133431600,1596
77150242442900,1596
77150351720600,1596
77150454485500,1368
77150563368200,1596
77150670962300,1573
77150783972600,1619
77150897954700,1596
77151006362900,1596
77151119144400,1585
77151230061700,1596
77151336030200,1368
77151441645000,1596
77151545007900,1368
77151651381500,1596
77151764212400,1596
77151874311700,1596
